,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
1246,KTR,2016-11-08,2017-08-20,285,Tuesday,763154,USD,70837,500002,545357,0.14167343330626678,7.698759123057159,1.0907096371614513,20-25,F,grant33,craig07@owens.net,Michele Chapman,F,59
1247,BYU,2016-04-27,2016-11-10,197,Wednesday,190661,USD,26784,499999,30803,0.05356810713621427,1.1500522700119475,0.06160612321224643,35-45,B,grant33,craig07@owens.net,Michele Chapman,F,59
1248,BYU,2017-08-23,2017-09-09,17,Wednesday,124348,USD,9898,500000,90769,0.019796,9.17043847241867,0.181538,25-30,B,grant33,craig07@owens.net,Michele Chapman,F,59
1249,AKX,2016-12-25,2017-06-11,168,Sunday,847366,EUR,66368,499997,837431,0.1327367964207785,12.617993611378978,1.6748720492322955,30-50,B,grant33,craig07@owens.net,Michele Chapman,F,59
1250,BYU,2016-05-05,2017-09-02,485,Thursday,819961,EUR,33202,499997,167348,0.06640439842639057,5.040298777182097,0.3346980081880491,25-30,M,grant33,craig07@owens.net,Michele Chapman,F,59
1251,GRZ,2018-02-24,2018-09-08,196,Saturday,822403,GPB,16869,499999,399504,0.033738067476134954,23.682731637915705,0.799009598019196,30-40,B,thomasrivers,johnsonjames@yahoo.com,Leslie Gonzalez,F,61
1252,KTR,2016-04-21,2017-02-09,294,Thursday,287092,USD,44928,499998,178702,0.0898563594254377,3.9775195868945867,0.3574054296217185,30-35,M,thomasrivers,johnsonjames@yahoo.com,Leslie Gonzalez,F,61
1253,BYU,2018-02-28,2020-01-30,701,Wednesday,79034,EUR,56618,499996,48373,0.11323690589524717,0.8543749337666466,0.09674677397419179,25-35,B,thomasrivers,johnsonjames@yahoo.com,Leslie Gonzalez,F,61
1254,AKX,2016-08-18,2017-07-17,333,Thursday,611359,USD,30876,499999,559399,0.06175212350424701,18.117599429977975,1.1188002376004753,40-65,M,thomasrivers,johnsonjames@yahoo.com,Leslie Gonzalez,F,61
1255,BYU,2016-12-30,2018-12-01,701,Friday,203963,EUR,64697,500002,4365,0.1293934824260703,0.06746835247383959,0.008729965080139679,25-30,M,thomasrivers,johnsonjames@yahoo.com,Leslie Gonzalez,F,61
1256,BYU,2017-09-26,2019-05-08,589,Tuesday,325359,GPB,28010,500001,185005,0.05601988796022408,6.604962513388076,0.37000925998148004,40-45,B,ablack,ngalvan@murphy.biz,Ms. Leslie Villarreal,F,39
1257,KTR,2017-04-24,2018-08-08,471,Monday,478007,USD,42224,500002,30275,0.08444766220935117,0.7170092838196287,0.060549757800968794,30-40,M,ablack,ngalvan@murphy.biz,Ms. Leslie Villarreal,F,39
1258,GRZ,2017-08-29,2018-12-13,471,Tuesday,458293,USD,63761,500002,212340,0.12752148991404033,3.3302488982293252,0.42467830128679485,30-45,B,ablack,ngalvan@murphy.biz,Ms. Leslie Villarreal,F,39
1259,KTR,2017-11-02,2017-04-07,-209,Thursday,872016,USD,70032,500002,194771,0.14006343974624103,2.781171464473384,0.38954044183823267,35-50,B,ablack,ngalvan@murphy.biz,Ms. Leslie Villarreal,F,39
1260,KTR,2016-05-29,2017-01-04,220,Sunday,527616,GPB,31417,500002,358476,0.06283374866500534,11.410255594105102,0.7169491322034712,35-50,M,ablack,ngalvan@murphy.biz,Ms. Leslie Villarreal,F,39
1261,AKX,2016-05-24,2016-01-06,-139,Tuesday,120334,USD,30115,500000,117911,0.06023,3.9153577951187115,0.235822,20-40,F,ablack,ngalvan@murphy.biz,Ms. Leslie Villarreal,F,39
1262,GRZ,2016-07-15,2016-12-22,160,Friday,507362,EUR,11898,499999,462545,0.023796047592095183,38.875861489325935,0.9250918501837003,20-30,B,michaelmccoy,williamstewart@davis-clayton.com,Amanda Kline,F,32
1263,KTR,2017-08-17,2017-12-09,114,Thursday,68631,USD,27905,500000,26125,0.05581,0.9362121483605089,0.05225,25-45,M,michaelmccoy,williamstewart@davis-clayton.com,Amanda Kline,F,32
1264,BYU,2016-05-06,2017-05-18,377,Friday,811973,USD,77523,500000,253698,0.155046,3.2725513718509345,0.507396,35-55,F,michaelmccoy,williamstewart@davis-clayton.com,Amanda Kline,F,32
1265,GRZ,2017-12-11,2019-01-20,405,Monday,684531,EUR,37296,499997,334713,0.07459244755468533,8.974501287001287,0.6694300165800995,30-50,F,michaelmccoy,williamstewart@davis-clayton.com,Amanda Kline,F,32
1266,BYU,2018-03-01,2018-10-19,232,Thursday,402135,USD,18465,499997,38911,0.03693022158132949,2.1072840509071216,0.0778224669348016,25-30,F,hobbslori,yoderkatie@gmail.com,Kimberly Diaz,F,18
1267,GRZ,2018-03-18,2018-06-15,89,Sunday,344038,EUR,45586,499999,26379,0.0911721823443647,0.5786645022594656,0.05275810551621103,35-55,B,hobbslori,yoderkatie@gmail.com,Kimberly Diaz,F,18
1268,KTR,2017-04-15,2018-08-02,474,Saturday,318717,USD,6370,500000,199353,0.01274,31.295604395604396,0.398706,40-50,B,hobbslori,yoderkatie@gmail.com,Kimberly Diaz,F,18
1269,AKX,2018-02-01,2019-05-22,475,Thursday,565769,GPB,50191,499998,248012,0.10038240152960612,4.941363989559881,0.4960259841039364,40-50,B,hobbslori,yoderkatie@gmail.com,Kimberly Diaz,F,18
1270,GRZ,2017-05-15,2019-01-16,611,Monday,588497,EUR,30967,499997,359617,0.06193437160622964,11.61291051764782,0.7192383154298926,30-35,B,hobbslori,yoderkatie@gmail.com,Kimberly Diaz,F,18
1271,AKX,2017-05-20,2018-01-27,252,Saturday,267136,EUR,24321,499996,145623,0.04864238913911311,5.9875416306895275,0.2912483299866399,20-40,M,hobbslori,yoderkatie@gmail.com,Kimberly Diaz,F,18
1272,KTR,2017-12-15,2019-05-18,519,Friday,501333,USD,26228,500000,433931,0.052456,16.54457068781455,0.867862,45-50,M,joelbrock,garciadiana@glover.com,Antonio Patel,M,80
1273,BYU,2016-03-05,2017-08-20,533,Saturday,4068,EUR,24183,500001,473,0.04836590326819346,0.019559194475457967,0.000945998108003784,25-45,F,joelbrock,garciadiana@glover.com,Antonio Patel,M,80
1274,KTR,2016-12-26,2018-04-09,469,Monday,31831,USD,30990,500001,16509,0.06197987604024792,0.5327202323330107,0.03301793396413207,40-60,F,joelbrock,garciadiana@glover.com,Antonio Patel,M,80
1275,KTR,2017-01-13,2017-02-20,38,Friday,592605,EUR,16600,500002,172939,0.0331998672005312,10.418012048192772,0.345876616493534,35-55,B,sandrahoffman,briannamcclure@johnson.net,Amanda Jackson,F,89
1276,GRZ,2016-10-18,2017-08-21,307,Tuesday,683543,USD,20591,499999,128054,0.04118208236416473,6.2189306007479,0.2561085122170244,25-35,F,sandrahoffman,briannamcclure@johnson.net,Amanda Jackson,F,89
1277,KTR,2017-05-24,2017-11-26,186,Wednesday,140354,EUR,38638,499998,125688,0.07727630910523642,3.2529634039028936,0.25137700550802206,20-25,B,sandrahoffman,briannamcclure@johnson.net,Amanda Jackson,F,89
1278,GRZ,2016-12-19,2017-02-06,49,Monday,497021,EUR,26873,499998,222980,0.05374621498485994,8.297547724481822,0.44596178384713536,35-50,M,sandrahoffman,briannamcclure@johnson.net,Amanda Jackson,F,89
1279,KTR,2016-10-20,2017-09-26,341,Thursday,356006,EUR,51338,499999,283337,0.1026762053524107,5.519050216214111,0.5666751333502666,20-25,F,stephen87,pgallegos@hotmail.com,Melissa Anderson,F,41
1280,KTR,2017-05-05,2019-05-04,729,Friday,878010,EUR,57780,499997,515172,0.11556069336416018,8.916095534787123,1.0303501821010925,40-45,B,stephen87,pgallegos@hotmail.com,Melissa Anderson,F,41
1281,KTR,2017-12-06,2019-03-14,463,Wednesday,17892,GPB,43896,500000,17501,0.087792,0.3986923637689083,0.035002,20-35,B,stephen87,pgallegos@hotmail.com,Melissa Anderson,F,41
1282,GRZ,2018-10-01,2019-12-30,455,Monday,434715,USD,22672,499999,47374,0.04534409068818138,2.0895377558221595,0.09474818949637899,25-40,B,stephen87,pgallegos@hotmail.com,Melissa Anderson,F,41
1283,BYU,2017-12-20,2019-07-23,580,Wednesday,638361,EUR,59266,500000,506643,0.118532,8.548628218540141,1.013286,25-35,F,xduarte,tuckerjames@yahoo.com,Angela Brown,F,80
1284,AKX,2017-08-01,2018-10-07,432,Tuesday,999229,USD,18739,499999,586838,0.03747807495614991,31.316398954053046,1.1736783473566947,40-45,F,xduarte,tuckerjames@yahoo.com,Angela Brown,F,80
1285,GRZ,2017-11-23,2019-08-19,634,Thursday,589416,USD,56409,500001,201448,0.11281777436445127,3.571203176798029,0.40289519420961156,40-50,M,xduarte,tuckerjames@yahoo.com,Angela Brown,F,80
1286,GRZ,2017-12-22,2019-09-16,633,Friday,14289,GPB,2504,500002,9340,0.005007979968080127,3.730031948881789,0.018679925280298878,35-45,F,xduarte,tuckerjames@yahoo.com,Angela Brown,F,80
1287,AKX,2016-04-15,2017-04-07,357,Friday,66715,USD,29682,499999,28595,0.05936411872823746,0.963378478539182,0.05719011438022876,35-55,F,xduarte,tuckerjames@yahoo.com,Angela Brown,F,80
1288,KTR,2017-08-21,2017-09-23,33,Monday,335980,GPB,74951,499999,109749,0.1499022998045996,1.464276660751691,0.219498438996878,35-55,B,xduarte,tuckerjames@yahoo.com,Angela Brown,F,80
1289,BYU,2017-09-27,2018-11-25,424,Wednesday,678074,GPB,23694,500001,188102,0.04738790522418955,7.938803072507808,0.3762032475935048,25-40,M,rzamora,xwheeler@hotmail.com,Joseph Chen,M,36
1290,GRZ,2018-04-02,2018-12-05,247,Monday,323828,EUR,47798,499998,227392,0.09559638238552955,4.757353864178418,0.4547858191432766,40-50,M,rzamora,xwheeler@hotmail.com,Joseph Chen,M,36
1291,AKX,2018-04-03,2018-04-16,13,Tuesday,948770,USD,58352,500000,603715,0.116704,10.346089251439539,1.20743,40-60,M,rzamora,xwheeler@hotmail.com,Joseph Chen,M,36
1292,GRZ,2018-02-02,2018-12-20,321,Friday,322452,EUR,37259,499999,120878,0.07451814903629807,3.244263131055584,0.24175648351296702,35-40,M,rzamora,xwheeler@hotmail.com,Joseph Chen,M,36
1293,AKX,2017-08-20,2019-05-25,643,Sunday,946185,EUR,13659,499998,887402,0.02731810927243709,64.96829928984552,1.774811099244397,40-60,F,rzamora,xwheeler@hotmail.com,Joseph Chen,M,36
1294,GRZ,2017-07-17,2018-07-03,351,Monday,528929,EUR,37504,500002,320140,0.07500769996920012,8.53615614334471,0.6402774388902445,30-40,M,rzamora,xwheeler@hotmail.com,Joseph Chen,M,36
1295,GRZ,2017-12-20,2018-03-29,99,Wednesday,538891,USD,33843,500000,233081,0.067686,6.887125845817451,0.466162,20-30,B,ubond,currymeghan@yahoo.com,Amy Johnson,F,85
1296,AKX,2017-04-06,2018-05-09,398,Thursday,653191,USD,32035,500000,36366,0.06407,1.1351958795067894,0.072732,40-50,M,ubond,currymeghan@yahoo.com,Amy Johnson,F,85
1297,AKX,2017-08-29,2018-05-18,262,Tuesday,85159,GPB,43770,499999,34639,0.08754017508035015,0.7913867946081791,0.06927813855627711,45-60,B,ubond,currymeghan@yahoo.com,Amy Johnson,F,85
1298,BYU,2017-04-26,2018-09-22,514,Wednesday,612526,USD,55941,500000,11827,0.111882,0.21141917377236732,0.023654,40-55,M,ubond,currymeghan@yahoo.com,Amy Johnson,F,85
1299,GRZ,2017-07-30,2017-12-26,149,Sunday,850699,USD,31434,500000,385187,0.062868,12.253833428771394,0.770374,25-45,M,ubond,currymeghan@yahoo.com,Amy Johnson,F,85
1300,BYU,2016-05-28,2017-05-19,356,Saturday,140145,GPB,16917,499999,29332,0.033834067668135334,1.7338771649819709,0.058664117328234656,35-55,M,ubond,currymeghan@yahoo.com,Amy Johnson,F,85
1301,AKX,2016-12-22,2017-08-25,246,Thursday,87876,USD,28944,499996,43032,0.05788846310770486,1.4867330016583749,0.08606468851750813,25-30,M,ubond,currymeghan@yahoo.com,Amy Johnson,F,85
1302,AKX,2017-08-26,2019-07-14,687,Saturday,898784,USD,10581,499999,427118,0.021162042324084647,40.366506001323124,0.8542377084754169,20-35,F,ubond,currymeghan@yahoo.com,Amy Johnson,F,85
1303,AKX,2016-11-27,2017-05-02,156,Sunday,669519,EUR,59683,499997,402055,0.11936671620029721,6.7365078833168575,0.8041148246889481,35-40,B,hknight,hilltamara@bell.com,Anthony Johnson,M,70
1304,AKX,2017-09-28,2019-01-30,489,Thursday,694023,GPB,16400,500000,660498,0.0328,40.274268292682926,1.320996,25-45,M,hknight,hilltamara@bell.com,Anthony Johnson,M,70
1305,GRZ,2018-08-03,2019-10-14,437,Friday,101971,USD,32475,500001,2681,0.0649498701002598,0.08255581216320246,0.005361989276021448,20-35,M,hknight,hilltamara@bell.com,Anthony Johnson,M,70
1306,BYU,2017-06-17,2018-05-15,332,Saturday,335006,GPB,25049,499998,191454,0.05009820039280157,7.6431793684378615,0.3829095316381266,30-35,M,hknight,hilltamara@bell.com,Anthony Johnson,M,70
1307,AKX,2018-02-17,2019-10-17,607,Saturday,488527,USD,27674,500001,36644,0.05534788930422139,1.3241309532413095,0.07328785342429316,25-30,F,hknight,hilltamara@bell.com,Anthony Johnson,M,70
1308,BYU,2017-11-04,2017-09-13,-52,Saturday,587284,EUR,51729,500001,505820,0.10345779308441383,9.778267509520772,1.0116379767240467,25-40,M,hknight,hilltamara@bell.com,Anthony Johnson,M,70
1309,GRZ,2016-09-22,2017-02-14,145,Thursday,671684,USD,49829,499997,313465,0.09965859795158771,6.290814585883722,0.6269337616025696,35-45,F,kristophercook,collierjohn@hotmail.com,Justin Vaughn,M,50
1310,GRZ,2017-01-29,2018-02-17,384,Sunday,504839,GPB,26943,499996,96703,0.05388643109144873,3.5891697286864863,0.1934075472603781,35-40,B,kristophercook,collierjohn@hotmail.com,Justin Vaughn,M,50
1311,KTR,2016-04-10,2018-07-29,840,Sunday,950683,EUR,9040,499997,537010,0.018080108480650885,59.4037610619469,1.0740264441586649,25-30,F,kristophercook,collierjohn@hotmail.com,Justin Vaughn,M,50
1312,GRZ,2017-04-04,2017-06-28,85,Tuesday,831504,EUR,7781,499999,79158,0.015562031124062249,10.173242513815705,0.15831631663263326,25-40,M,kristophercook,collierjohn@hotmail.com,Justin Vaughn,M,50
1313,GRZ,2018-01-17,2018-04-07,80,Wednesday,656682,USD,64188,500001,258263,0.1283757432485135,4.023540225587337,0.5165249669500661,35-40,F,kristophercook,collierjohn@hotmail.com,Justin Vaughn,M,50
1314,AKX,2017-05-13,2018-01-15,247,Saturday,28457,GPB,44561,500000,28163,0.089122,0.6320100536343439,0.056326,25-30,F,kristophercook,collierjohn@hotmail.com,Justin Vaughn,M,50
1315,KTR,2018-03-19,2019-09-11,541,Monday,979098,GPB,74450,500000,313471,0.1489,4.210490261920752,0.626942,35-50,B,kristophercook,collierjohn@hotmail.com,Justin Vaughn,M,50
1316,BYU,2017-04-22,2017-02-08,-73,Saturday,144629,GPB,38808,500000,111721,0.077616,2.8788136466707894,0.223442,25-40,F,frazierolivia,sflores@duncan-walter.com,Timothy Cooper,M,44
1317,BYU,2016-02-07,2016-05-09,92,Sunday,928347,USD,95450,500000,29422,0.1909,0.30824515453116813,0.058844,25-40,M,frazierolivia,sflores@duncan-walter.com,Timothy Cooper,M,44
1318,BYU,2017-05-14,2018-11-23,558,Sunday,788181,GPB,43918,499999,64107,0.08783617567235134,1.4596976182886288,0.12821425642851286,25-45,B,frazierolivia,sflores@duncan-walter.com,Timothy Cooper,M,44
1319,GRZ,2017-09-13,2019-05-22,616,Wednesday,270640,USD,54034,500002,210824,0.10806756772972909,3.9016915275567237,0.42164631341474634,25-45,F,frazierolivia,sflores@duncan-walter.com,Timothy Cooper,M,44
1320,BYU,2017-01-17,2018-12-16,698,Tuesday,220310,USD,9296,500001,104343,0.018591962816074368,11.224505163511187,0.20868558262883474,35-55,B,frazierolivia,sflores@duncan-walter.com,Timothy Cooper,M,44
1321,KTR,2017-07-12,2018-04-13,275,Wednesday,41489,GPB,32689,500000,5300,0.065378,0.1621340512098871,0.0106,35-45,F,frazierolivia,sflores@duncan-walter.com,Timothy Cooper,M,44
1322,AKX,2016-12-12,2017-05-19,158,Monday,975854,USD,56253,499997,393826,0.11250667504005024,7.000977725632411,0.7876567259403556,45-60,B,griffinjacob,tchang@yahoo.com,Samantha Stevenson,F,49
1323,BYU,2017-11-12,2019-09-12,669,Sunday,500007,USD,19360,499998,446752,0.03872015488061952,23.07603305785124,0.8935075740302961,30-40,B,griffinjacob,tchang@yahoo.com,Samantha Stevenson,F,49
1324,BYU,2017-08-31,2017-12-16,107,Thursday,364017,EUR,32175,500004,309574,0.06434948520411837,9.621569541569542,0.6191430468556252,45-65,M,mjackson,smcneil@yahoo.com,Amanda Sanders,F,89
1325,BYU,2016-12-21,2018-05-22,517,Wednesday,609323,EUR,2334,499998,597608,0.004668018672074688,256.044558697515,1.1952207808831234,20-30,B,mjackson,smcneil@yahoo.com,Amanda Sanders,F,89
1326,KTR,2016-07-21,2017-07-02,346,Thursday,698409,GPB,14758,500003,351453,0.02951582290506257,23.814405746036048,0.7029017825893045,30-40,B,mjackson,smcneil@yahoo.com,Amanda Sanders,F,89
1327,GRZ,2017-05-25,2017-02-08,-106,Thursday,908077,USD,35247,500002,262314,0.0704937180251279,7.442165290663035,0.524625901496394,40-45,B,mjackson,smcneil@yahoo.com,Amanda Sanders,F,89
1328,BYU,2016-04-11,2018-04-20,739,Monday,814043,EUR,22249,500002,240814,0.04449782200871197,10.823587576969752,0.481626073495706,40-60,M,mjackson,smcneil@yahoo.com,Amanda Sanders,F,89
1329,GRZ,2016-11-26,2018-09-20,663,Saturday,767198,EUR,34241,499998,346484,0.06848227392909571,10.118980169971671,0.6929707718830875,30-35,M,mjackson,smcneil@yahoo.com,Amanda Sanders,F,89
1330,GRZ,2017-09-06,2017-07-17,-51,Wednesday,967165,EUR,63961,500000,930162,0.127922,14.54264317318366,1.860324,20-40,B,mjackson,smcneil@yahoo.com,Amanda Sanders,F,89
1331,GRZ,2016-06-11,2017-12-26,563,Saturday,79615,EUR,54380,499997,39336,0.10876065256391539,0.7233541743287973,0.07867247203483221,35-40,F,duane68,kswanson@garza.net,Scott Rodriguez,M,36
1332,AKX,2018-02-19,2018-07-09,140,Monday,503589,GPB,17117,500000,444380,0.034234,25.961324998539464,0.88876,20-35,F,duane68,kswanson@garza.net,Scott Rodriguez,M,36
1333,BYU,2018-04-01,2018-04-14,13,Sunday,549858,EUR,73028,499997,388659,0.14605687634125805,5.322054554417484,0.7773226639359836,25-50,F,meyerjohn,matthewmcdaniel@yahoo.com,Joshua Whitehead,M,42
1334,GRZ,2017-09-19,2018-08-08,323,Tuesday,520674,USD,28346,500000,435746,0.056692,15.372398221971354,0.871492,30-45,F,meyerjohn,matthewmcdaniel@yahoo.com,Joshua Whitehead,M,42
1335,BYU,2017-03-31,2018-11-21,600,Friday,526014,EUR,59863,500002,112109,0.11972552109791561,1.8727594674506791,0.22421710313158746,25-35,M,meyerjohn,matthewmcdaniel@yahoo.com,Joshua Whitehead,M,42
1336,AKX,2016-12-13,2017-01-15,33,Tuesday,775226,EUR,60557,500000,755632,0.121114,12.47802896444672,1.511264,30-35,B,meyerjohn,matthewmcdaniel@yahoo.com,Joshua Whitehead,M,42
1337,KTR,2017-04-13,2018-01-02,264,Thursday,912747,EUR,62024,499998,601534,0.12404849619398478,9.698407068231653,1.203072812291249,20-25,F,alex00,crystalmitchell@cobb.info,Amanda Summers,F,23
1338,BYU,2016-08-31,2018-03-18,564,Wednesday,345731,USD,21158,500002,326905,0.04231583073667705,15.450656961905661,0.653807384770461,40-45,M,alex00,crystalmitchell@cobb.info,Amanda Summers,F,23
1339,KTR,2016-08-30,2017-06-28,302,Tuesday,639658,GPB,27956,499999,198004,0.05591211182422365,7.082701387895264,0.39600879201758404,20-40,F,alex00,crystalmitchell@cobb.info,Amanda Summers,F,23
1340,KTR,2017-11-28,2019-11-25,727,Tuesday,29486,EUR,43919,499998,23175,0.08783835135340541,0.5276759489059405,0.0463501854007416,30-40,M,alex00,crystalmitchell@cobb.info,Amanda Summers,F,23
1341,KTR,2017-05-14,2017-06-19,36,Sunday,284492,EUR,18836,499998,238804,0.03767215068860275,12.678063283074962,0.47760991043964174,45-65,F,alex00,crystalmitchell@cobb.info,Amanda Summers,F,23
1342,GRZ,2016-12-24,2018-08-27,611,Saturday,627911,GPB,38766,499997,204979,0.07753246519479116,5.287597379146675,0.4099604597627586,40-50,M,alex00,crystalmitchell@cobb.info,Amanda Summers,F,23
1343,BYU,2017-08-07,2018-10-20,439,Monday,651121,GPB,76789,499997,202548,0.15357892147352883,2.637721548659313,0.40509843059058354,40-60,M,taylorjennifer,juan78@yahoo.com,Jason Wallace,M,44
1344,KTR,2017-07-13,2019-02-28,595,Thursday,327191,USD,38762,499996,25004,0.07752462019696157,0.6450647541406532,0.05000840006720054,20-40,B,taylorjennifer,juan78@yahoo.com,Jason Wallace,M,44
1345,KTR,2016-09-26,2016-11-14,49,Monday,977911,EUR,16919,499999,44473,0.033838067676135355,2.62858324960104,0.08894617789235579,25-40,F,taylorjennifer,juan78@yahoo.com,Jason Wallace,M,44
1346,BYU,2017-12-07,2018-01-23,47,Thursday,740214,USD,15845,499998,222762,0.031690126760507045,14.058819816976964,0.44552578210312843,35-55,B,taylorjennifer,juan78@yahoo.com,Jason Wallace,M,44
1347,BYU,2016-08-18,2017-06-10,296,Thursday,3152,USD,40736,500002,2746,0.08147167411330354,0.06740966221523959,0.005491978032087872,40-45,B,taylorjennifer,juan78@yahoo.com,Jason Wallace,M,44
1348,BYU,2018-01-28,2019-11-15,656,Sunday,44428,USD,90199,500001,26541,0.1803976392047216,0.29424938192219424,0.05308189383621233,20-40,M,taylorjennifer,juan78@yahoo.com,Jason Wallace,M,44
1349,KTR,2017-02-26,2018-07-11,500,Sunday,50452,USD,5075,500001,6786,0.0101499797000406,1.3371428571428572,0.013571972856054288,45-50,F,taylorjennifer,juan78@yahoo.com,Jason Wallace,M,44
1350,GRZ,2017-01-19,2017-10-13,267,Thursday,433464,EUR,30592,499998,304523,0.06118424473697895,9.954334466527197,0.6090484361937448,25-40,B,kduke,zamorathomas@johnston-wilson.com,Jessica Bryant,F,82
1351,BYU,2017-04-02,2017-11-21,233,Sunday,106918,USD,64942,499998,57047,0.12988451953807814,0.8784299836777432,0.11409445637782552,30-50,B,kduke,zamorathomas@johnston-wilson.com,Jessica Bryant,F,82
1352,GRZ,2017-10-23,2018-06-26,246,Monday,708287,USD,42459,500002,266687,0.08491766032935869,6.281047598860077,0.533371866512534,40-45,M,kduke,zamorathomas@johnston-wilson.com,Jessica Bryant,F,82
1353,BYU,2017-12-12,2017-12-29,17,Tuesday,159212,EUR,71530,499995,86994,0.14306143061430615,1.216189011603523,0.17398973989739897,35-45,M,kduke,zamorathomas@johnston-wilson.com,Jessica Bryant,F,82
1354,BYU,2018-03-28,2018-11-09,226,Wednesday,807372,GPB,36454,499997,176592,0.0729084374506247,4.8442420584846655,0.3531861191167147,35-50,B,kduke,zamorathomas@johnston-wilson.com,Jessica Bryant,F,82
1355,KTR,2016-09-22,2018-01-25,490,Thursday,823016,GPB,3117,500000,575633,0.006234,184.6753288418351,1.151266,25-45,B,kduke,zamorathomas@johnston-wilson.com,Jessica Bryant,F,82
1356,AKX,2016-08-27,2017-08-26,364,Saturday,38949,USD,12136,500001,7916,0.024271951456097087,0.6522742254449572,0.01583196833606333,30-40,M,kduke,zamorathomas@johnston-wilson.com,Jessica Bryant,F,82
1357,KTR,2017-12-02,2017-12-08,6,Saturday,378007,USD,56790,500002,3597,0.11357954568181727,0.06333861595351294,0.007193971224115104,30-35,F,kduke,zamorathomas@johnston-wilson.com,Jessica Bryant,F,82
1358,BYU,2017-09-21,2019-04-26,582,Thursday,336691,USD,62465,500005,128690,0.12492875071249288,2.060193708476747,0.2573774262257377,40-45,F,floydmary,mariareed@davis.org,Michelle Schroeder,F,65
1359,GRZ,2018-04-04,2019-10-06,550,Wednesday,637412,EUR,35210,499998,407441,0.07042028168112673,11.571740982675376,0.8148852595410382,25-45,F,floydmary,mariareed@davis.org,Michelle Schroeder,F,65
1360,GRZ,2017-03-01,2017-11-24,268,Wednesday,607594,GPB,18434,499998,419976,0.03686814747258989,22.78268417055441,0.8399553598214393,45-65,F,floydmary,mariareed@davis.org,Michelle Schroeder,F,65
1361,AKX,2016-04-13,2017-09-06,511,Wednesday,315847,USD,82240,500001,3369,0.16447967104065792,0.04096546692607004,0.006737986524026952,45-50,F,floydmary,mariareed@davis.org,Michelle Schroeder,F,65
1362,BYU,2016-03-05,2018-09-03,912,Saturday,103846,USD,29271,500000,52882,0.058542,1.806634552970517,0.105764,30-50,M,nicholas78,janeaguilar@hotmail.com,Laura Jones,F,41
1363,BYU,2016-07-30,2017-06-15,320,Saturday,950341,EUR,46253,500000,895015,0.092506,19.350420513264005,1.79003,40-55,F,nicholas78,janeaguilar@hotmail.com,Laura Jones,F,41
1364,AKX,2017-04-14,2018-08-23,496,Friday,277065,EUR,38096,499999,269567,0.07619215238430477,7.075992230155397,0.5391350782701565,30-45,B,nicholas78,janeaguilar@hotmail.com,Laura Jones,F,41
1365,AKX,2018-03-27,2019-10-05,557,Tuesday,426533,GPB,24911,500000,309128,0.049822,12.409297097667697,0.618256,35-60,F,rossdonald,charmon@hotmail.com,Michael Wright,M,20
1366,AKX,2016-12-20,2017-06-20,182,Tuesday,570047,EUR,19696,500001,363294,0.03939192121615757,18.445064987814785,0.7265865468269064,35-45,F,rossdonald,charmon@hotmail.com,Michael Wright,M,20
1367,BYU,2016-04-20,2016-12-11,235,Wednesday,578350,GPB,37789,499994,377808,0.07557890694688336,9.99783005636561,0.75562506750081,20-40,F,rossdonald,charmon@hotmail.com,Michael Wright,M,20
1368,AKX,2016-06-06,2018-01-05,578,Monday,824371,USD,48470,499999,452759,0.09694019388038776,9.34101506086239,0.9055198110396221,35-60,F,rossdonald,charmon@hotmail.com,Michael Wright,M,20
1369,GRZ,2017-01-18,2018-12-29,710,Wednesday,686268,EUR,21531,499999,593812,0.04306208612417225,27.579397148297804,1.1876263752527505,20-30,B,rossdonald,charmon@hotmail.com,Michael Wright,M,20
1370,BYU,2018-04-02,2019-05-16,409,Monday,627353,EUR,11790,500001,571687,0.02357995284009432,48.4891433418151,1.1433717132565735,45-55,F,erinbyrd,michellenunez@yahoo.com,Betty Jones,F,35
1371,KTR,2017-11-07,2018-03-20,133,Tuesday,934759,USD,4755,499999,421141,0.00951001902003804,88.56803364879075,0.8422836845673691,45-50,B,erinbyrd,michellenunez@yahoo.com,Betty Jones,F,35
1372,AKX,2018-06-03,2018-09-06,95,Sunday,803504,GPB,28369,499999,440361,0.05673811347622695,15.522612711057844,0.8807237614475228,25-30,M,erinbyrd,michellenunez@yahoo.com,Betty Jones,F,35
1373,AKX,2017-10-13,2018-07-08,268,Friday,955708,GPB,34170,499999,360571,0.06834013668027336,10.552268071407667,0.7211434422868845,30-40,M,erinbyrd,michellenunez@yahoo.com,Betty Jones,F,35
1374,GRZ,2016-04-30,2017-05-01,366,Saturday,557326,USD,54073,499999,267087,0.10814621629243258,4.939378247924102,0.5341750683501367,40-60,B,elliottjohnny,humphreycarolyn@yahoo.com,Patricia Thompson,F,81
1375,KTR,2017-12-24,2019-07-14,567,Sunday,425424,GPB,45205,500000,285097,0.09041,6.306758101979869,0.570194,40-60,B,elliottjohnny,humphreycarolyn@yahoo.com,Patricia Thompson,F,81
1376,AKX,2016-12-28,2017-01-20,23,Wednesday,448219,EUR,25620,500002,408807,0.05123979504081984,15.95655737704918,0.8176107295570818,45-50,F,elliottjohnny,humphreycarolyn@yahoo.com,Patricia Thompson,F,81
